Palavra;Documentos
node;['00397 ']
non;['00039 ', '00104 ', '00276', '00350', '00392 ', '00439 ', '00439 ', '00451 ', '00451 ', '00451 ', '00451 ', '00451 ', '00456 ', '00497 ', '01127 ', '01167 ']
noncompliance;['00315']
noncompliers;['00315']
none;['00084 ', '00250', '00350', '00439 ', '00476 ', '00690 ']
nonfatal;['00301']
nongenetic;['00215']
noninvasive;['00502 ', '01041 ']
nonmedical;['00203']
nonprotective;['00860 ']
nonresponsiveness;['00315']
nonspecific;['00511 ', '00517 ', '00605 ']
nor;['00103 ', '00434 ', '00627 ', '00773 ', '01123 ', '01155 ', '01157 ']
norm;['00299']
normal;['00018 ', '00018 ', '00018 ', '00018 ', '00019 ', '00019 ', '00030 ', '00033 ', '00037 ', '00046 ', '00071 ', '00071 ', '00071 ', '00077 ', '00083 ', '00091 ', '00094 ', '00096 ', '00096 ', '00098 ', '00098 ', '00102 ', '00104 ', '00106 ', '00115 ', '00119 ', '00121 ', '00125 ', '00126 ', '00126 ', '00129 ', '00129 ', '00154 ', '00154 ', '00154 ', '00173', '00173', '00173', '00173', '00180', '00196', '00196', '00201', '00206', '00208', '00215', '00215', '00216', '00219', '00219', '00222', '00268', '00268', '00268', '00268', '00281', '00283', '00284', '00286', '00288', '00294', '00300', '00301', '00332', '00351', '00351', '00384 ', '00397 ', '00415 ', '00437 ', '00437 ', '00441 ', '00442 ', '00442 ', '00442 ', '00471 ', '00477 ', '00482 ', '00490 ', '00496 ', '00498 ', '00501 ', '00504 ', '00507 ', '00508 ', '00516 ', '00525 ', '00534 ', '00570 ', '00596 ', '00617 ', '00620 ', '00658 ', '00658 ', '00689 ', '00693 ', '00711 ', '00711 ', '00714 ', '00716 ', '00726 ', '00736 ', '00777 ', '00791 ', '00811 ', '00818 ', '00856 ', '00875 ', '00927 ', '00936 ', '00936 ', '00954 ', '01004 ', '01004 ', '01004 ', '01028 ', '01037 ', '01037 ', '01039 ', '01068 ', '01100 ', '01105 ', '01106 ', '01109 ', '01127 ', '01132 ', '01134 ', '01134 ', '01137 ', '01139 ', '01148 ', '01148 ', '01155 ', '01155 ', '01156 ', '01157 ', '01160 ', '01161 ', '01161 ', '01165 ', '01165 ', '01169 ', '01171 ', '01171 ', '01173 ', '01173 ', '01175 ', '01178 ', '01181 ', '01183 ', '01183 ', '01183 ', '01206 ', '01206 ', '01206 ', '01206 ', '01206 ', '01206 ', '01206 ', '01210 ', '01236 ']
normality;['00105 ', '00105 ']
normalize;['00197']
normally;['00125 ', '00129 ', '00133 ', '00331', '00511 ', '00628 ', '00719 ', '00991 ', '01111 ', '01139 ']
normals;['00038 ', '00105 ', '00105 ', '00106 ', '00106 ', '00121 ', '00830 ', '00929 ', '01130 ', '01146 ', '01159 ', '01159 ', '01161 ', '01206 ', '01236 ']
northern;['00997 ']
nose;['00058 ', '00250']
nosocomial;['01065 ']
not;['00014 ', '00017 ', '00018 ', '00018 ', '00019 ', '00019 ', '00033 ', '00058 ', '00060 ', '00063 ', '00067 ', '00067 ', '00072 ', '00076 ', '00084 ', '00088 ', '00095 ', '00098 ', '00103 ', '00103 ', '00103 ', '00104 ', '00104 ', '00105 ', '00107 ', '00107 ', '00107 ', '00107 ', '00110 ', '00111 ', '00111 ', '00111 ', '00111 ', '00112 ', '00116 ', '00116 ', '00120 ', '00121 ', '00121 ', '00125 ', '00126 ', '00147 ', '00163 ', '00185', '00185', '00185', '00196', '00196', '00201', '00201', '00206', '00206', '00206', '00208', '00208', '00213', '00213', '00215', '00215', '00217', '00218', '00219', '00242', '00244', '00250', '00250', '00267', '00268', '00268', '00268', '00268', '00268', '00268', '00272', '00272', '00278', '00278', '00279', '00280', '00280', '00281', '00283', '00284', '00284', '00284', '00286', '00288', '00289', '00290', '00290', '00294', '00299', '00301', '00328', '00331', '00331', '00331', '00333', '00333', '00350', '00351', '00352', '00352', '00352', '00370 ', '00373 ', '00377 ', '00377 ', '00377 ', '00389 ', '00397 ', '00397 ', '00397 ', '00398 ', '00430 ', '00430 ', '00430 ', '00435 ', '00438 ', '00441 ', '00445 ', '00452 ', '00470 ', '00470 ', '00470 ', '00476 ', '00482 ', '00482 ', '00483 ', '00483 ', '00484 ', '00489 ', '00492 ', '00494 ', '00495 ', '00495 ', '00495 ', '00496 ', '00498 ', '00501 ', '00502 ', '00502 ', '00503 ', '00504 ', '00504 ', '00504 ', '00507 ', '00508 ', '00508 ', '00510 ', '00518 ', '00518 ', '00525 ', '00529 ', '00534 ', '00534 ', '00538 ', '00538 ', '00542 ', '00545 ', '00547 ', '00556 ', '00592 ', '00593 ', '00593 ', '00593 ', '00602 ', '00615 ', '00615 ', '00658 ', '00658 ', '00689 ', '00689 ', '00689 ', '00689 ', '00690 ', '00692 ', '00693 ', '00694 ', '00713 ', '00714 ', '00726 ', '00732 ', '00739 ', '00739 ', '00740 ', '00752 ', '00756 ', '00767 ', '00767 ', '00781 ', '00798 ', '00798 ', '00798 ', '00808 ', '00811 ', '00811 ', '00811 ', '00822 ', '00822 ', '00822 ', '00824 ', '00835 ', '00838 ', '00838 ', '00902 ', '00902 ', '00902 ', '00902 ', '00902 ', '00902 ', '00911 ', '00911 ', '00911 ', '00915 ', '00923 ', '00925 ', '00926 ', '00928 ', '00928 ', '00930 ', '00930 ', '00936 ', '00937 ', '00944 ', '00949 ', '00954 ', '00954 ', '00966 ', '00985 ', '00985 ', '00991 ', '00997 ', '01001 ', '01033 ', '01033 ', '01036 ', '01066 ', '01079 ', '01099 ', '01099 ', '01099 ', '01099 ', '01103 ', '01105 ', '01111 ', '01117 ', '01122 ', '01122 ', '01122 ', '01123 ', '01129 ', '01129 ', '01130 ', '01130 ', '01130 ', '01134 ', '01139 ', '01139 ', '01140 ', '01148 ', '01148 ', '01153 ', '01153 ', '01153 ', '01155 ', '01156 ', '01157 ', '01159 ', '01160 ', '01160 ', '01160 ', '01163 ', '01163 ', '01165 ', '01169 ', '01170 ', '01173 ', '01174 ', '01176 ', '01183 ', '01220 ', '01220 ', '01236 ', '01236 ', '01236 ', '01238 ']
notably;['00415 ']
note;['00018 ', '00105 ', '00798 ', '00985 ']
noted;['00103 ', '00121 ', '00250', '00482 ', '01066 ', '01097 ', '01111 ', '01210 ']
notes;['01022 ', '01036 ']
nothing;['00714 ', '00895 ']
notice;['01151 ']
noticeable;['00294']
noticed;['00038 ', '00280', '00294']
noting;['00838 ']
notion;['00279']
now;['00014 ', '00088 ', '00090 ', '00104 ', '00110 ', '00118 ', '00270', '00281', '00291', '00332', '00392 ', '00439 ', '00451 ', '00484 ', '00489 ', '00592 ', '00615 ', '00767 ', '00824 ', '00879 ', '00942 ', '00949 ', '01041 ', '01152 ', '01182 ']
nowadays;['00216', '00377 ']
nucleic;['00693 ', '01103 ']
nucleotide;['00208', '00435 ']
number;['00014 ', '00014 ', '00014 ', '00014 ', '00014 ', '00014 ', '00067 ', '00088 ', '00095 ', '00129 ', '00130 ', '00147 ', '00197', '00216', '00244', '00289', '00289', '00291', '00301', '00301', '00333', '00360 ', '00445 ', '00446 ', '00482 ', '00482 ', '00487 ', '00504 ', '00544 ', '00607 ', '00607 ', '00615 ', '00617 ', '00670 ', '00687 ', '00719 ', '00740 ', '00811 ', '00811 ', '00811 ', '00860 ', '00860 ', '00942 ', '01099 ', '01103 ', '01138 ', '01173 ', '01181 ', '01185 ', '01195 ', '01195 ']
numbers;['00083 ', '00154 ', '00510 ', '00879 ', '01065 ', '01173 ']
numerous;['00203', '00322', '00491 ']
nurse;['00189', '00315', '00730 ', '00730 ', '00937 ', '00941 ']
nurseries;['00110 ']
nursery;['00450 ']
nurses;['00299', '00315', '01093 ']
nursing;['00169', '00736 ', '00938 ']
nutrient;['00046 ', '01167 ']
nutrients;['00153 ', '00443 ', '01088 ', '01088 ', '01088 ']
nutrition;['00109 ', '00133 ', '00933 ']
nutritional;['00030 ', '00098 ', '00103 ', '00185', '00185', '00185', '00185', '00212', '00220', '00278', '00449 ', '00450 ', '00450 ', '00450 ', '00581 ', '00601 ', '00752 ', '00767 ', '00767 ', '00767 ', '01037 ', '01039 ', '01039 ', '01080 ']
nutritionally;['00153 ']
nutritionist;['00730 ']
oatmeal;['00034 ']
obesity;['00153 ', '00935 ']
object;['01153 ']
objective;['00077 ', '00189', '00556 ', '01168 ']
objectives;['00264']
obligate;['00102 ', '00102 ', '00106 ', '00118 ', '00279', '01136 ', '01163 ', '01185 ', '01185 ', '01210 ']
obligation;['00477 ']
obligatory;['00121 ']
obliteration;['00875 ']
obscure;['00165 ', '00694 ', '01130 ']
observation;['00101 ', '00103 ', '00103 ', '00129 ', '00270', '00291', '00359 ', '00691 ', '00697 ', '00798 ', '00832 ', '00929 ', '00985 ', '01111 ', '01129 ', '01162 ']
observations;['00018 ', '00121 ', '00162 ', '00208', '00281', '00325', '00333', '00437 ', '00485 ', '00490 ', '00494 ', '00494 ', '00505 ', '00508 ', '00508 ', '00556 ', '00697 ', '00798 ', '00830 ', '00925 ', '00925 ', '00954 ', '00979 ', '01044 ', '01136 ', '01136 ', '01139 ', '01146 ', '01148 ', '01234 ']
observe;['00278', '00534 ', '01177 ']
observed;['00019 ', '00102 ', '00102 ', '00104 ', '00107 ', '00109 ', '00115 ', '00116 ', '00121 ', '00126 ', '00126 ', '00163 ', '00185', '00250', '00268', '00268', '00278', '00278', '00290', '00397 ', '00444 ', '00445 ', '00482 ', '00495 ', '00644 ', '00644 ', '00716 ', '00740 ', '00755 ', '00798 ', '00798 ', '00919 ', '00936 ', '00985 ', '01068 ', '01072 ', '01106 ', '01130 ', '01136 ', '01157 ', '01157 ', '01159 ', '01170 ', '01172 ', '01172 ', '01175 ', '01210 ', '01238 ']
observer;['01210 ']
observers;['01210 ']
obstetric;['00559 ']
obstipation;['00518 ', '00518 ']
obstruct;['00189', '00503 ']
obstructed;['00801 ', '00882 ']
obstruction;['00017 ', '00058 ', '00095 ', '00297', '00297', '00301', '00331', '00332', '00359 ', '00359 ', '00434 ', '00443 ', '00478 ', '00505 ', '00649 ', '00649 ', '00713 ', '00732 ', '00732 ', '00767 ', '00798 ', '00798 ', '00875 ', '00985 ', '00985 ', '00985 ', '00985 ', '00990 ', '00990 ', '01039 ', '01164', '01164', '01220 ']
obstructions;['00129 ']
obstructive;['00510 ', '00559 ', '00607 ', '00690 ', '00730 ', '00830 ', '00875 ', '00934 ', '00990 ', '00990 ', '00990 ', '00990 ', '00990 ', '00990 ', '01039 ', '01234 ']
obtain;['00038 ', '00125 ', '00596 ', '00811 ', '01224 ']
obtained;['00033 ', '00033 ', '00038 ', '00084 ', '00091 ', '00102 ', '00107 ', '00112 ', '00173', '00196', '00206', '00222', '00280', '00283', '00284', '00293', '00451 ', '00471 ', '00496 ', '00497 ', '00525 ', '00658 ', '00691 ', '00714 ', '00716 ', '00740 ', '00755 ', '00797 ', '00818 ', '00843 ', '00927 ', '00927 ', '01136 ', '01136 ', '01167 ', '01170 ', '01170 ']
obvious;['00077 ', '00090 ', '00111 ', '00534 ', '00719 ', '00838 ', '00879 ', '01033 ']
obviously;['00985 ']
occasional;['00322', '00326']
occasionally;['00046 ', '00276', '00508 ', '00559 ', '00693 ']
occasions;['00046 ', '00389 ', '00811 ']
occur;['00038 ', '00058 ', '00088 ', '00103 ', '00332', '00363 ', '00423 ', '00423 ', '00446 ', '00510 ', '00773 ', '00791 ', '00798 ', '00836 ', '00860 ', '00985 ', '00997 ', '01105 ', '01170 ', '01175 ']
occurance;['00286']
occurred;['00250', '00250', '00397 ', '00689 ', '00773 ', '00879 ', '01098 ', '01117 ', '01195 ', '01206 ']
occurrence;['00088 ', '00096 ', '00331', '00649 ', '00694 ', '00798 ', '00898 ', '00902 ', '01079 ', '01134 ', '01210 ']
occurring;['00088 ', '00125 ', '00276', '00276', '00392 ', '00507 ', '00649 ', '01044 ']
occurs;['00098 ', '00103 ', '00163 ', '00201', '00322', '00333', '00363 ', '00468 ', '00582 ', '00601 ', '00643 ', '00692 ', '00719 ', '00811 ', '00898 ', '01039 ', '01173 ']
odds;['00507 ', '00507 ', '01040 ']
oesophageal;['00333', '00768 ']
